769,86,12,6,185,1611022799
731,82,11,6,178,1611021902
690,80,11,6,169,1611020964
662,76,10,5,159,1611020040
622,74,7,5,150,1611019119
587,72,7,4,139,1611018219
551,67,7,4,132,1611017292
511,62,7,4,121,1611016396
482,53,7,4,107,1611015475
438,49,6,4,98,1611014555
398,46,6,3,92,1611013644
359,43,4,3,78,1611012724
334,39,4,3,70,1611011804
313,34,4,2,63,1611010909
285,33,3,2,53,1611009974
264,32,3,2,50,1611009059
248,30,2,2,46,1611008155
238,29,2,2,43,1611007238
226,26,2,2,42,1611006303
213,25,2,2,38,1611005393
200,24,2,2,38,1611004476
187,21,2,2,37,1611003563
178,20,2,1,34,1611002645
164,20,2,1,31,1611001721
148,17,2,1,29,1611000794
140,15,2,1,26,1610999868
122,13,2,1,21,1610998957
98,13,2,1,17,1610998062
83,6,1,1,13,1610997099
32,3,0,1,6,1610996157
